"2000"	"Kõik paikmed (C00-C97)"	"Mehed"	6	5	6	4	13	17	15	39	70	114	195	321	453	528	576	317	133	106
"2000"	"Kõik paikmed (C00-C97)"	"Naised"	8	1	8	9	12	23	37	79	113	155	236	301	397	400	510	412	201	212
"2000"	"Kõik paikmed v.a nahk (muu) (C00-C97 v.a C44)"	"Mehed"	6	5	6	4	13	16	14	32	67	105	175	292	417	480	531	276	113	89
"2000"	"Kõik paikmed v.a nahk (muu) (C00-C97 v.a C44)"	"Naised"	8	1	8	9	12	21	34	69	107	144	211	277	348	345	440	343	171	173
"2000"	"Huul, suuõõs, neel (C00-C14)"	"Mehed"	0	0	0	0	0	0	0	1	7	13	16	20	17	19	15	1	2	3
"2000"	"Huul, suuõõs, neel (C00-C14)"	"Naised"	1	0	0	0	0	0	1	1	3	1	2	3	2	7	6	4	5	6
"2000"	"..Huul (C00)"	"Mehed"	0	0	0	0	0	0	0	0	0	0	1	1	2	4	4	0	1	1
"2000"	"..Huul (C00)"	"Naised"	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2	0	3
"2000"	"..Keel (C01-C02)"	"Mehed"	0	0	0	0	0	0	0	0	2	2	2	4	2	2	3	0	0	2
"2000"	"..Keel (C01-C02)"	"Naised"	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	2
"2000"	"..Ige, suupõhi jm (C03-C06)"	"Mehed"	0	0	0	0	0	0	0	1	2	2	4	5	3	4	2	0	1	0
"2000"	"..Ige, suupõhi jm (C03-C06)"	"Naised"	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0
"2000"	"..Suured süljenäärmed (C07-C08)"	"Mehed"	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	1	0	0
"2000"	"..Suured süljenäärmed (C07-C08)"	"Naised"	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	2	0
"2000"	"..Mandel, suuneel (C09-C10)"	"Mehed"	0	0	0	0	0	0	0	0	0	5	8	7	4	3	4	0	0	0
"2000"	"..Mandel, suuneel (C09-C10)"	"Naised"	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1
"2000"	"..Ninaneel (C11)"	"Mehed"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
